Expanded Fishery Code,Fishery Name,Mgmt Program Code,Mgmt Program Name,ADFG Region Code,Port Name,Gear Code,Species Code,Species Name,Stat Area,DOL Month,DOL Year,Date of Landing,Port,Gear Name,Disposition Code,Disposition Name,Delivery Condition Code,Delivery Condition Name,Whole Weight (lbs),Discard at Sea,Region,Mgt Area District,Management Area Desc,Waters,NMFS Area
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Whittier,61,701,"skate, longnose",476008,4,2013,4/2/2013,WHT,Longline,62,Overage,01,Whole fish/food fish,96.5,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Whittier,61,701,"skate, longnose",476009,4,2013,4/2/2013,WHT,Longline,60,Sold,01,Whole fish/food fish,131.2,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Whittier,61,701,"skate, longnose",476009,4,2013,4/2/2013,WHT,Longline,62,Overage,01,Whole fish/food fish,19.3,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Whittier,61,701,"skate, longnose",486001,4,2013,4/2/2013,WHT,Longline,60,Sold,01,Whole fish/food fish,75.9,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Whittier,61,702,"skate, big",476005,4,2013,4/2/2013,WHT,Longline,60,Sold,01,Whole fish/food fish,75.6,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Whittier,61,702,"skate, big",476007,4,2013,4/2/2013,WHT,Longline,60,Sold,01,Whole fish/food fish,223.8,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Whittier,61,702,"skate, big",476008,4,2013,4/2/2013,WHT,Longline,60,Sold,01,Whole fish/food fish,559.5,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Whittier,61,702,"skate, big",476009,4,2013,4/2/2013,WHT,Longline,60,Sold,01,Whole fish/food fish,111.9,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Whittier,61,702,"skate, big",486001,4,2013,4/2/2013,WHT,Longline,60,Sold,01,Whole fish/food fish,32.4,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMPC,State Managed Pacific Cod,2,Seward,61,701,"skate, longnose",485932,4,2013,4/3/2013,SEW,Longline,60,Sold,01,Whole fish/food fish,533,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMPC,State Managed Pacific Cod,2,Seward,61,702,"skate, big",485932,4,2013,4/3/2013,SEW,Longline,60,Sold,01,Whole fish/food fish,437,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Cordova,61,701,"skate, longnose",475933,4,2013,4/3/2013,COR,Longline,60,Sold,01,Whole fish/food fish,620,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Cordova,61,701,"skate, longnose",476003,4,2013,4/3/2013,COR,Longline,60,Sold,01,Whole fish/food fish,1672,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Cordova,61,701,"skate, longnose",485932,4,2013,4/3/2013,COR,Longline,60,Sold,01,Whole fish/food fish,1236,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Cordova,61,701,"skate, longnose",485932,4,2013,4/3/2013,COR,Longline,62,Overage,01,Whole fish/food fish,218,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Cordova,61,702,"skate, big",475933,4,2013,4/3/2013,COR,Longline,60,Sold,01,Whole fish/food fish,462,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Cordova,61,702,"skate, big",476003,4,2013,4/3/2013,COR,Longline,60,Sold,01,Whole fish/food fish,1315,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Cordova,61,702,"skate, big",476003,4,2013,4/3/2013,COR,Longline,62,Overage,01,Whole fish/food fish,15,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Cordova,61,702,"skate, big",485932,4,2013,4/3/2013,COR,Longline,60,Sold,01,Whole fish/food fish,564,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Whittier,61,701,"skate, longnose",476007,4,2013,4/3/2013,WHT,Longline,60,Sold,01,Whole fish/food fish,1910,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Whittier,61,702,"skate, big",476007,4,2013,4/3/2013,WHT,Longline,60,Sold,01,Whole fish/food fish,116,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMPC,State Managed Pacific Cod,2,Seward,61,701,"skate, longnose",475933,4,2013,4/4/2013,SEW,Longline,60,Sold,01,Whole fish/food fish,2755,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMPC,State Managed Pacific Cod,2,Seward,61,702,"skate, big",475933,4,2013,4/4/2013,SEW,Longline,60,Sold,01,Whole fish/food fish,586,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMPC,State Managed Pacific Cod,2,Whittier,61,701,"skate, longnose",476031,4,2013,4/4/2013,WHT,Longline,60,Sold,01,Whole fish/food fish,1907,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMPC,State Managed Pacific Cod,2,Whittier,61,702,"skate, big",476031,4,2013,4/4/2013,WHT,Longline,60,Sold,01,Whole fish/food fish,242,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Seward,61,701,"skate, longnose",476003,4,2013,4/4/2013,SEW,Longline,60,Sold,01,Whole fish/food fish,1693,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Seward,61,702,"skate, big",476003,4,2013,4/4/2013,SEW,Longline,60,Sold,01,Whole fish/food fish,939,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Seward,61,702,"skate, big",476003,4,2013,4/4/2013,SEW,Longline,62,Overage,01,Whole fish/food fish,86,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMPC,State Managed Pacific Cod,2,Whittier,61,701,"skate, longnose",476031,4,2013,4/5/2013,WHT,Longline,60,Sold,01,Whole fish/food fish,1335,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMPC,State Managed Pacific Cod,2,Whittier,61,701,"skate, longnose",476032,4,2013,4/5/2013,WHT,Longline,60,Sold,01,Whole fish/food fish,1335,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMPC,State Managed Pacific Cod,2,Whittier,61,702,"skate, big",476031,4,2013,4/5/2013,WHT,Longline,60,Sold,01,Whole fish/food fish,97.5,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMPC,State Managed Pacific Cod,2,Whittier,61,702,"skate, big",476032,4,2013,4/5/2013,WHT,Longline,60,Sold,01,Whole fish/food fish,97.5,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Seward,61,701,"skate, longnose",475933,4,2013,4/5/2013,SEW,Longline,60,Sold,01,Whole fish/food fish,1751,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Seward,61,701,"skate, longnose",476003,4,2013,4/5/2013,SEW,Longline,60,Sold,01,Whole fish/food fish,1198,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Seward,61,701,"skate, longnose",476004,4,2013,4/5/2013,SEW,Longline,60,Sold,01,Whole fish/food fish,1623,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Seward,61,701,"skate, longnose",476007,4,2013,4/5/2013,SEW,Longline,60,Sold,01,Whole fish/food fish,4422,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Seward,61,701,"skate, longnose",476007,4,2013,4/5/2013,SEW,Longline,60,Sold,01,Whole fish/food fish,2839,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Seward,61,701,"skate, longnose",485932,4,2013,4/5/2013,SEW,Longline,60,Sold,01,Whole fish/food fish,1672,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Seward,61,702,"skate, big",475933,4,2013,4/5/2013,SEW,Longline,60,Sold,01,Whole fish/food fish,1216,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Seward,61,702,"skate, big",476003,4,2013,4/5/2013,SEW,Longline,60,Sold,01,Whole fish/food fish,249,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Seward,61,702,"skate, big",476004,4,2013,4/5/2013,SEW,Longline,60,Sold,01,Whole fish/food fish,24,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Seward,61,702,"skate, big",476007,4,2013,4/5/2013,SEW,Longline,60,Sold,01,Whole fish/food fish,31,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Seward,61,702,"skate, big",476007,4,2013,4/5/2013,SEW,Longline,60,Sold,01,Whole fish/food fish,113,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Seward,61,702,"skate, big",485932,4,2013,4/5/2013,SEW,Longline,60,Sold,01,Whole fish/food fish,955,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Whittier,61,701,"skate, longnose",476007,4,2013,4/6/2013,WHT,Longline,60,Sold,01,Whole fish/food fish,962.25,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Whittier,61,701,"skate, longnose",476008,4,2013,4/6/2013,WHT,Longline,60,Sold,01,Whole fish/food fish,962.25,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Whittier,61,701,"skate, longnose",476031,4,2013,4/6/2013,WHT,Longline,60,Sold,01,Whole fish/food fish,962.25,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Whittier,61,701,"skate, longnose",476032,4,2013,4/6/2013,WHT,Longline,60,Sold,01,Whole fish/food fish,962.25,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMPC,State Managed Pacific Cod,2,Whittier,61,701,"skate, longnose",476007,4,2013,4/8/2013,WHT,Longline,60,Sold,01,Whole fish/food fish,1044,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMPC,State Managed Pacific Cod,2,Whittier,61,702,"skate, big",476007,4,2013,4/8/2013,WHT,Longline,60,Sold,01,Whole fish/food fish,669,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Whittier,61,701,"skate, longnose",476004,4,2013,4/10/2013,WHT,Longline,60,Sold,01,Whole fish/food fish,107.4,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Whittier,61,701,"skate, longnose",476005,4,2013,4/10/2013,WHT,Longline,60,Sold,01,Whole fish/food fish,161.1,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Whittier,61,701,"skate, longnose",476006,4,2013,4/10/2013,WHT,Longline,60,Sold,01,Whole fish/food fish,268.5,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Cordova,61,701,"skate, longnose",476007,4,2013,4/12/2013,COR,Longline,60,Sold,01,Whole fish/food fish,1384,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Cordova,61,701,"skate, longnose",476031,4,2013,4/12/2013,COR,Longline,60,Sold,01,Whole fish/food fish,2579,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Cordova,61,702,"skate, big",476007,4,2013,4/12/2013,COR,Longline,60,Sold,01,Whole fish/food fish,46,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Cordova,61,702,"skate, big",476031,4,2013,4/12/2013,COR,Longline,60,Sold,01,Whole fish/food fish,1781,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Seward,61,701,"skate, longnose",476007,4,2013,4/12/2013,SEW,Longline,60,Sold,01,Whole fish/food fish,1780,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Seward,61,702,"skate, big",476007,4,2013,4/12/2013,SEW,Longline,60,Sold,01,Whole fish/food fish,243,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMPC,State Managed Pacific Cod,2,Cordova,61,701,"skate, longnose",476008,4,2013,4/13/2013,COR,Longline,60,Sold,01,Whole fish/food fish,76.95,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMPC,State Managed Pacific Cod,2,Cordova,61,701,"skate, longnose",476031,4,2013,4/13/2013,COR,Longline,60,Sold,01,Whole fish/food fish,51.3,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMPC,State Managed Pacific Cod,2,Cordova,61,701,"skate, longnose",476036,4,2013,4/13/2013,COR,Longline,60,Sold,01,Whole fish/food fish,205.2,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMPC,State Managed Pacific Cod,2,Cordova,61,702,"skate, big",476008,4,2013,4/13/2013,COR,Longline,60,Sold,01,Whole fish/food fish,275.25,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMPC,State Managed Pacific Cod,2,Cordova,61,702,"skate, big",476031,4,2013,4/13/2013,COR,Longline,60,Sold,01,Whole fish/food fish,183.5,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMPC,State Managed Pacific Cod,2,Cordova,61,702,"skate, big",476036,4,2013,4/13/2013,COR,Longline,60,Sold,01,Whole fish/food fish,734,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMPC,State Managed Pacific Cod,2,Seward,61,701,"skate, longnose",476004,4,2013,4/13/2013,SEW,Longline,60,Sold,01,Whole fish/food fish,1310,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMPC,State Managed Pacific Cod,2,Seward,61,702,"skate, big",476004,4,2013,4/13/2013,SEW,Longline,60,Sold,01,Whole fish/food fish,18,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMPC,State Managed Pacific Cod,2,Whittier,61,701,"skate, longnose",476008,4,2013,4/13/2013,WHT,Longline,60,Sold,01,Whole fish/food fish,2539,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMPC,State Managed Pacific Cod,2,Whittier,61,702,"skate, big",476008,4,2013,4/13/2013,WHT,Longline,60,Sold,01,Whole fish/food fish,484,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Cordova,61,701,"skate, longnose",485932,4,2013,4/13/2013,COR,Longline,60,Sold,01,Whole fish/food fish,684,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Cordova,61,701,"skate, longnose",485932,4,2013,4/13/2013,COR,Longline,60,Sold,01,Whole fish/food fish,518,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Cordova,61,702,"skate, big",485932,4,2013,4/13/2013,COR,Longline,60,Sold,01,Whole fish/food fish,422,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Cordova,61,702,"skate, big",485932,4,2013,4/13/2013,COR,Longline,60,Sold,01,Whole fish/food fish,938,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Whittier,61,701,"skate, longnose",476007,4,2013,4/13/2013,WHT,Longline,60,Sold,01,Whole fish/food fish,390.4,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Whittier,61,701,"skate, longnose",476008,4,2013,4/13/2013,WHT,Longline,60,Sold,01,Whole fish/food fish,2928,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Whittier,61,701,"skate, longnose",476031,4,2013,4/13/2013,WHT,Longline,60,Sold,01,Whole fish/food fish,585.6,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMPC,State Managed Pacific Cod,2,Cordova,61,702,"skate, big",476004,4,2013,4/15/2013,COR,Longline,60,Sold,01,Whole fish/food fish,332,No,2,PWSI,Prince William Sound,STATE,649
C 5BE,"SABLEFISH, FIXED GEAR MAX VL LENGTH 60', PRINCE WILLIAM SOUND",SMS,State Managed Sablefish,2,Cordova,61,701,"skate, longnose",476032,4,2013,4/18/2013,COR,Longline,60,Sold,01,Whole fish/food fish,151.2,No,2,PWSI,Prince William Sound,STATE,649
C 5BE,"SABLEFISH, FIXED GEAR MAX VL LENGTH 60', PRINCE WILLIAM SOUND",SMS,State Managed Sablefish,2,Cordova,61,701,"skate, longnose",476034,4,2013,4/18/2013,COR,Longline,60,Sold,01,Whole fish/food fish,16.8,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMPC,State Managed Pacific Cod,2,Cordova,61,701,"skate, longnose",466003,4,2013,4/18/2013,COR,Longline,60,Sold,01,Whole fish/food fish,310.4,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMPC,State Managed Pacific Cod,2,Cordova,61,702,"skate, big",466003,4,2013,4/18/2013,COR,Longline,60,Sold,01,Whole fish/food fish,620.8,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Seward,61,701,"skate, longnose",476003,4,2013,4/18/2013,SEW,Longline,60,Sold,01,Whole fish/food fish,1056,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Seward,61,702,"skate, big",476003,4,2013,4/18/2013,SEW,Longline,60,Sold,01,Whole fish/food fish,191,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMPC,State Managed Pacific Cod,2,Whittier,61,701,"skate, longnose",476008,4,2013,4/19/2013,WHT,Longline,60,Sold,01,Whole fish/food fish,3401,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMPC,State Managed Pacific Cod,2,Whittier,61,702,"skate, big",476008,4,2013,4/19/2013,WHT,Longline,60,Sold,01,Whole fish/food fish,257,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Seward,61,701,"skate, longnose",486001,4,2013,4/19/2013,SEW,Longline,60,Sold,01,Whole fish/food fish,1536,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Seward,61,702,"skate, big",486001,4,2013,4/19/2013,SEW,Longline,60,Sold,01,Whole fish/food fish,266,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMPC,State Managed Pacific Cod,2,Cordova,61,701,"skate, longnose",466031,4,2013,4/20/2013,COR,Longline,60,Sold,01,Whole fish/food fish,42.2,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMPC,State Managed Pacific Cod,2,Cordova,61,701,"skate, longnose",466032,4,2013,4/20/2013,COR,Longline,60,Sold,01,Whole fish/food fish,379.8,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMPC,State Managed Pacific Cod,2,Cordova,61,702,"skate, big",466031,4,2013,4/20/2013,COR,Longline,60,Sold,01,Whole fish/food fish,14.1,No,2,PWSI,Prince William Sound,STATE,649
M 06B,"MISC SALTWATER FINFISH, LONGLINE VL UNDER 60', STW",SMPC,State Managed Pacific Cod,2,Cordova,61,702,"skate, big",466032,4,2013,4/20/2013,COR,Longline,60,Sold,01,Whole fish/food fish,126.9,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Cordova,61,701,"skate, longnose",476031,4,2013,4/20/2013,COR,Longline,60,Sold,01,Whole fish/food fish,2949,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Cordova,61,702,"skate, big",476031,4,2013,4/20/2013,COR,Longline,60,Sold,01,Whole fish/food fish,57,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Seward,61,701,"skate, longnose",475933,4,2013,4/20/2013,SEW,Longline,60,Sold,01,Whole fish/food fish,2450,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Seward,61,701,"skate, longnose",485932,4,2013,4/20/2013,SEW,Longline,60,Sold,01,Whole fish/food fish,471,No,2,PWSI,Prince William Sound,STATE,649
M 06G,"MISC SALTWATER FINFISH, LONGLINE VESSEL UNDER 60', GOA",SMPC,State Managed Pacific Cod,2,Seward,61,701,"skate, longnose",486001,4,2013,4/20/2013,SEW,Longline,60,Sold,01,Whole fish/food fish,459,No,2,PWSI,Prince William Sound,STATE,649
